0,0
1,1
2,2
3,3
4,4
4,18
4,141
5,5
6,6
6,12
7,7
7,15
7,16
7,23
7,24
7,29
7,72
7,90
7,188
7,207
8,8
8,9
8,28
8,40
8,43
8,44
8,47
8,55
8,56
8,58
8,78
8,82
8,91
8,155
8,161
8,165
8,166
8,181
8,188
8,200
8,202
8,207
8,213
8,216
8,224
8,225
8,227
8,235
9,8
9,9
9,28
9,40
9,43
9,44
9,55
9,82
9,91
9,161
9,181
9,200
9,216
10,10
11,11
11,15
11,28
11,29
11,43
11,44
11,47
11,55
11,104
11,188
11,200
11,207
12,6
12,12
12,141
13,13
14,14
14,47
15,7
15,11
15,15
15,16
15,23
15,24
15,28
15,29
15,32
15,43
15,44
15,47
15,55
15,56
15,67
15,72
15,78
15,90
15,117
15,121
15,122
15,161
15,165
15,188
15,200
15,207
15,208
15,214
15,216
15,220
15,225
15,236
15,247
16,7
16,15
16,16
16,23
16,24
16,29
16,47
16,56
16,67
16,72
16,90
16,188
16,207
16,214
16,225
17,17
18,4
18,18
18,62
18,83
18,141
19,19
20,20
21,21
22,22
23,7
23,15
23,16
23,23
23,24
23,28
23,29
23,43
23,47
23,55
23,67
23,90
23,122
23,188
23,207
23,208
23,216
23,225
23,247
24,7
24,15
24,16
24,23
24,24
24,29
24,47
24,67
24,72
24,188
24,207
24,214
24,216
24,225
24,247
25,25
26,26
27,27
28,8
28,9
28,11
28,15
28,23
28,28
28,29
28,30
28,32
28,33
28,40
28,43
28,44
28,47
28,49
28,50
28,55
28,56
28,58
28,78
28,82
28,88
28,91
28,96
28,101
28,108
28,109
28,113
28,116
28,122
28,155
28,157
28,161
28,165
28,166
28,167
28,181
28,188
28,200
28,202
28,207
28,210
28,212
28,213
28,216
28,220
28,224
28,225
28,227
28,235
28,236
28,247
29,7
29,11
29,15
29,16
29,23
29,24
29,28
29,29
29,43
29,44
29,47
29,55
29,56
29,72
29,78
29,161
29,163
29,165
29,188
29,200
29,207
29,220
29,225
29,235
29,247
30,28
30,30
30,56
30,78
30,155
30,161
30,165
30,200
30,224
30,235
31,31
32,15
32,28
32,32
32,50
32,55
32,56
32,58
32,77
32,78
32,117
32,130
32,135
32,141
32,155
32,159
32,161
32,166
32,188
32,207
32,219
32,220
32,225
32,235
32,236
33,28
33,33
33,43
33,44
33,55
33,161
33,200
34,34
35,35
36,36
37,37
38,38
39,39
40,8
40,9
40,28
40,40
40,43
40,44
40,47
40,49
40,55
40,56
40,58
40,78
40,82
40,91
40,96
40,101
40,122
40,155
40,157
40,161
40,165
40,166
40,181
40,188
40,200
40,202
40,207
40,213
40,216
40,220
40,224
40,225
40,227
40,235
40,247
41,41
42,42
43,8
43,9
43,11
43,15
43,23
43,28
43,29
43,33
43,40
43,43
43,44
43,47
43,49
43,55
43,56
43,58
43,78
43,82
43,88
43,91
43,96
43,101
43,104
43,113
43,116
43,122
43,155
43,161
43,165
43,166
43,181
43,188
43,200
43,202
43,207
43,213
43,216
43,220
43,221
43,224
43,225
43,227
43,235
43,247
44,8
44,9
44,11
44,15
44,28
44,29
44,33
44,40
44,43
44,44
44,47
44,49
44,55
44,56
44,58
44,66
44,78
44,82
44,88
44,91
44,96
44,101
44,109
44,112
44,113
44,116
44,122
44,155
44,157
44,161
44,165
44,166
44,167
44,181
44,188
44,200
44,202
44,207
44,212
44,213
44,216
44,220
44,221
44,224
44,225
44,227
44,235
44,247
45,45
46,46
47,8
47,11
47,14
47,15
47,16
47,23
47,24
47,28
47,29
47,40
47,43
47,44
47,47
47,55
47,56
47,58
47,66
47,67
47,71
47,78
47,88
47,90
47,104
47,106
47,121
47,122
47,161
47,165
47,181
47,188
47,200
47,202
47,207
47,208
47,216
47,220
47,222
47,225
47,236
47,247
48,48
49,28
49,40
49,43
49,44
49,49
49,55
49,82
50,28
50,32
50,50
50,56
50,58
50,62
50,65
50,78
50,83
50,94
50,117
50,130
50,141
50,143
50,144
50,155
50,156
50,157
50,161
50,166
50,194
50,195
50,200
50,203
50,220
50,224
50,235
50,236
51,51
52,52
53,53
54,54
55,8
55,9
55,11
55,15
55,23
55,28
55,29
55,32
55,33
55,40
55,43
55,44
55,47
55,49
55,55
55,56
55,58
55,66
55,78
55,82
55,88
55,91
55,96
55,101
55,104
55,109
55,112
55,113
55,116
55,122
55,155
55,157
55,161
55,165
55,166
55,167
55,181
55,188
55,200
55,202
55,207
55,212
55,213
55,216
55,220
55,221
55,224
55,225
55,227
55,235
55,247
56,8
56,15
56,16
56,28
56,29
56,30
56,32
56,40
56,43
56,44
56,47
56,50
56,55
56,56
56,58
56,72
56,78
56,96
56,109
56,116
56,117
56,135
56,155
56,156
56,157
56,161
56,165
56,166
56,181
56,188
56,200
56,202
56,207
56,210
56,220
56,224
56,225
56,227
56,235
56,236
57,57
58,8
58,28
58,32
58,40
58,43
58,44
58,47
58,50
58,55
58,56
58,58
58,78
58,82
58,91
58,96
58,101
58,109
58,155
58,156
58,161
58,165
58,166
58,181
58,188
58,200
58,202
58,207
58,210
58,213
58,216
58,220
58,224
58,225
58,227
58,235
58,236
59,59
60,60
61,61
62,18
62,50
62,62
62,94
62,130
62,192
63,63
64,64
65,50
65,65
65,94
65,203
66,44
66,47
66,55
66,66
66,207
66,216
66,220
67,15
67,16
67,23
67,24
67,47
67,67
67,188
67,207
67,214
67,216
67,225
67,247
68,68
69,69
70,70
71,47
71,71
71,106
71,207
72,7
72,15
72,16
72,24
72,29
72,56
72,72
72,78
72,90
72,163
72,188
73,73
74,74
74,120
75,75
76,76
77,32
77,77
77,144
77,236
78,8
78,15
78,28
78,29
78,30
78,32
78,40
78,43
78,44
78,47
78,50
78,55
78,56
78,58
78,72
78,78
78,82
78,91
78,96
78,101
78,109
78,116
78,135
78,155
78,156
78,157
78,161
78,165
78,166
78,181
78,188
78,200
78,202
78,207
78,216
78,220
78,224
78,225
78,227
78,235
79,79
80,80
81,81
82,8
82,9
82,28
82,40
82,43
82,44
82,49
82,55
82,58
82,78
82,82
82,91
82,112
82,155
82,161
82,165
82,181
82,200
82,202
82,207
82,216
82,235
83,18
83,50
83,83
83,228
84,84
85,85
86,86
87,87
88,28
88,43
88,44
88,47
88,55
88,88
88,122
88,148
88,188
88,207
88,216
88,221
88,225
88,247
89,89
90,7
90,15
90,16
90,23
90,47
90,72
90,90
90,122
90,148
90,188
90,207
90,216
91,8
91,9
91,28
91,40
91,43
91,44
91,55
91,58
91,78
91,82
91,91
91,161
91,165
91,181
91,200
91,202
92,92
93,93
94,50
94,62
94,65
94,94
94,235
95,95
96,28
96,40
96,43
96,44
96,55
96,56
96,58
96,78
96,96
96,109
96,155
96,161
96,165
96,200
96,207
96,224
96,236
97,97
98,98
99,99
100,100
100,129
101,28
101,40
101,43
101,44
101,55
101,58
101,78
101,101
101,161
101,165
101,200
101,235
102,102
103,103
104,11
104,43
104,47
104,55
104,104
104,188
104,207
104,216
105,105
106,47
106,71
106,106
106,188
106,207
106,225
107,107
108,28
108,108
108,235
109,28
109,44
109,55
109,56
109,58
109,78
109,96
109,109
109,200
110,110
111,111
112,44
112,55
112,82
112,112
113,28
113,43
113,44
113,55
113,113
114,114
115,115
116,28
116,43
116,44
116,55
116,56
116,78
116,116
116,161
116,165
116,200
117,15
117,32
117,50
117,56
117,117
117,121
117,130
117,135
117,141
117,159
117,161
117,188
117,207
117,219
117,220
117,225
117,236
118,118
119,119
120,74
120,120
121,15
121,47
121,117
121,121
121,188
121,207
121,208
121,216
121,225
122,15
122,23
122,28
122,40
122,43
122,44
122,47
122,55
122,88
122,90
122,122
122,148
122,161
122,188
122,207
122,208
122,216
122,225
122,247
123,123
124,124
125,125
126,126
127,127
128,128
129,100
129,129
130,32
130,50
130,62
130,117
130,130
130,135
130,141
130,147
130,159
130,219
130,236
131,131
132,132
133,133
134,134
135,32
135,56
135,78
135,117
135,130
135,135
135,155
135,159
135,161
135,166
135,207
135,220
135,243
136,136
137,137
138,138
139,139
140,140
141,4
141,12
141,18
141,32
141,50
141,117
141,130
141,141
141,143
142,142
143,50
143,141
143,143
143,144
143,164
143,219
144,50
144,77
144,143
144,144
145,145
146,146
147,130
147,147
148,88
148,90
148,122
148,148
148,188
148,216
149,149
150,150
151,151
152,152
153,153
154,154
155,8
155,28
155,30
155,32
155,40
155,43
155,44
155,50
155,55
155,56
155,58
155,78
155,82
155,96
155,135
155,155
155,156
155,157
155,161
155,165
155,166
155,181
155,200
155,202
155,207
155,224
155,225
155,227
155,235
156,50
156,56
156,58
156,78
156,155
156,156
156,224
156,235
157,28
157,40
157,44
157,50
