0,0
0,1
0,2
0,3
0,8
0,9
0,12
0,13
0,14
0,42
0,46
0,49
0,70
0,217
0,220
0,233
1,0
1,1
1,3
1,4
1,7
1,8
1,9
1,13
1,14
1,15
1,16
2,0
2,2
2,5
2,6
2,8
2,10
2,12
2,13
2,14
3,0
3,1
3,3
3,11
3,13
3,15
3,16
4,1
4,4
4,10
5,2
5,5
5,6
5,10
5,12
5,13
5,15
5,31
6,2
6,5
6,6
6,10
7,1
7,7
7,16
8,0
8,1
8,2
8,8
8,9
8,13
8,14
8,42
8,46
8,49
8,57
8,58
8,70
8,125
8,134
8,137
8,140
8,173
8,179
8,180
8,193
8,197
8,204
8,217
8,220
8,227
8,229
8,234
8,239
9,0
9,1
9,8
9,9
9,14
9,42
9,46
9,49
9,70
9,104
9,105
9,125
9,140
9,170
9,180
9,197
9,220
9,233
9,234
9,239
9,244
10,2
10,4
10,5
10,6
10,10
10,12
10,31
11,3
11,11
11,13
11,15
11,16
12,0
12,2
12,5
12,10
12,12
12,14
13,0
13,1
13,2
13,3
13,5
13,8
13,11
13,13
13,14
13,15
13,16
14,0
14,1
14,2
14,8
14,9
14,12
14,13
14,14
14,15
14,42
14,46
14,49
14,57
14,70
14,125
14,137
14,140
14,180
14,193
14,209
14,217
14,220
14,234
15,1
15,3
15,5
15,11
15,13
15,14
15,15
16,1
16,3
16,7
16,11
16,13
16,16
17,17
17,19
17,21
17,28
17,36
17,37
17,171
18,18
19,17
19,19
19,20
19,21
19,27
19,46
19,70
19,125
19,140
19,179
19,182
19,226
19,227
19,228
20,19
20,20
20,166
20,220
21,17
21,19
21,21
21,27
21,37
21,227
22,22
22,24
22,25
23,23
23,25
23,28
24,22
24,24
24,25
24,235
25,22
25,23
25,24
25,25
25,28
25,30
26,26
27,19
27,21
27,27
28,17
28,23
28,25
28,28
28,43
28,44
28,47
28,55
29,29
30,25
30,30
31,5
31,10
31,31
32,32
32,50
32,166
32,197
32,233
33,33
33,242
34,34
34,49
34,66
34,70
34,113
34,204
34,217
34,220
34,233
35,35
36,17
36,36
36,37
37,17
37,21
37,36
37,37
37,171
38,38
38,39
39,38
39,39
39,162
40,40
40,43
40,47
40,55
41,41
41,57
41,136
42,0
42,8
42,9
42,14
42,42
42,46
42,49
42,64
42,70
42,73
42,105
42,125
42,134
42,140
42,170
42,204
42,207
42,220
42,232
42,233
42,234
42,239
42,244
43,28
43,40
43,43
43,44
43,47
43,55
43,57
43,58
43,78
43,177
43,205
44,28
44,43
44,44
44,47
44,49
45,45
46,0
46,8
46,9
46,14
46,19
46,42
46,46
46,49
46,57
46,64
46,70
46,114
46,125
46,134
46,137
46,140
46,209
46,217
46,220
46,227
46,233
46,234
47,28
47,40
47,43
47,44
47,47
47,55
48,48
49,0
49,8
49,9
49,14
49,34
49,42
49,44
49,46
49,49
49,57
49,64
49,65
49,70
49,125
49,134
49,137
49,140
49,166
49,193
49,217
49,220
49,233
49,242
50,32
50,50
50,240
51,51
52,52
52,82
53,53
54,54
55,28
55,40
55,43
55,47
55,55
55,91
55,112
56,56
57,8
57,14
57,41
57,43
57,46
57,49
57,57
57,58
57,78
57,125
57,131
57,134
57,136
57,137
57,140
57,187
57,193
57,209
58,8
58,43
58,57
58,58
58,78
58,137
58,140
58,187
59,59
60,60
61,61
62,62
62,156
62,163
62,203
63,63
64,42
64,46
64,49
64,64
64,70
64,73
64,107
64,125
64,193
64,204
64,209
64,220
64,234
65,49
65,65
65,66
65,104
65,105
65,188
65,217
65,220
65,233
65,240
65,242
66,34
66,65
66,66
66,70
66,134
66,166
66,177
66,193
66,197
66,217
66,220
67,67
67,247
68,68
68,70
68,72
68,140
68,224
68,227
68,234
69,69
69,70
69,71
69,104
69,107
69,113
69,193
69,197
69,201
69,234
70,0
70,8
70,9
70,14
70,19
70,34
70,42
70,46
70,49
70,64
70,66
70,68
70,69
70,70
70,99
70,107
70,125
70,134
70,137
70,140
70,173
70,175
70,179
70,180
70,193
70,197
70,204
70,209
70,220
70,234
71,69
71,71
71,113
71,175
71,197
71,201
71,234
72,68
72,72
72,174
73,42
73,64
73,73
73,204
74,74
74,120
75,75
75,116
76,76
76,177
77,77
78,43
78,57
78,58
78,78
78,116
78,137
78,187
79,79
79,214
80,80
81,81
82,52
82,82
83,83
83,107
84,84
84,198
85,85
86,86
87,87
88,88
88,148
89,89
90,90
